iter	Logloss
661	0.2687291888
662	0.2685797772
663	0.2683622696
664	0.2682165746
665	0.2679487144
666	0.2677448188
667	0.2675427008
668	0.2673821559
669	0.2672203252
670	0.2669972997
671	0.2668541404
672	0.2667097788
673	0.2665902596
674	0.2663902968
675	0.2661008103
676	0.2658857314
677	0.265560612
678	0.2654317755
679	0.2651952563
680	0.2649603938
681	0.2646779772
682	0.2644823612
683	0.2642413782
684	0.2640647519
685	0.2639154967
686	0.2637634889
687	0.2635506131
688	0.2633517622
689	0.263184417
690	0.2629967654
691	0.2627594535
692	0.2625682712
693	0.2624635168
694	0.2623149213
695	0.2621644246
696	0.2619677697
697	0.2618031783
698	0.2616477394
699	0.2614150044
700	0.2612027863
701	0.2610926738
702	0.260976958
703	0.2608578296
704	0.2607449739
705	0.26044007
706	0.2602541316
707	0.2600600251
708	0.2599102459
709	0.2596932128
710	0.2594744246
711	0.2593306013
712	0.2590660149
713	0.258856552
714	0.2587346908
715	0.2585924409
716	0.2583878386
717	0.2582142417
718	0.258101297
719	0.2579375374
720	0.2577805412
721	0.2576189519
722	0.2574361566
723	0.2573092533
724	0.2570444701
725	0.2568905469
726	0.2566191711
727	0.2564798423
728	0.2563245075
729	0.256203594
730	0.2559620631
731	0.2557763208
732	0.2556262007
733	0.2555001503
734	0.2553582983
735	0.2551440063
736	0.2549751229
737	0.2548184917
738	0.2547131195
739	0.2545847949
740	0.254412243
741	0.254205573
742	0.2539942898
743	0.2537944214
744	0.2536602524
745	0.2534985028
746	0.25330551
747	0.2531080509
748	0.2529403339
749	0.2527643553
750	0.2526369316
751	0.2525539859
752	0.2524534316
753	0.2523263801
754	0.2522362741
755	0.2520813856
756	0.2518971471
757	0.2517319655
758	0.251581213
759	0.2514061674
760	0.2512386044
761	0.2511032653
762	0.2509359681
763	0.2508590786
764	0.2507506772
765	0.250605068
766	0.2503851231
767	0.2502830323
768	0.2501518505
769	0.2499725392
770	0.2497796438
771	0.2496386681
772	0.2494780746
773	0.2493068255
774	0.2491352051
775	0.2490428099
776	0.2488808788
777	0.2487330169
778	0.2485695564
779	0.2484593776
780	0.2482669254
781	0.2481393472
782	0.2479057046
783	0.2476858731
784	0.2475384383
785	0.2473382385
786	0.2471957856
787	0.2470499711
788	0.2469249157
789	0.2468101286
790	0.2466092143
791	0.2464856018
792	0.2463016596
793	0.2461853209
794	0.2461030626
795	0.2459385766
796	0.2458127777
797	0.245719193
798	0.2456025169
799	0.2454037478
800	0.2452507668
801	0.2451299828
802	0.2449963485
803	0.2448166726
804	0.2445474801
805	0.2443015383
806	0.2441807319
807	0.2439990423
808	0.2438789779
809	0.2437952986
810	0.2436550645
811	0.2435616919
812	0.2434107612
813	0.2432022225
814	0.2431162579
815	0.2429641975
816	0.2428524118
817	0.2427361147
818	0.242602508
819	0.2424876913
820	0.2423669288
821	0.2421861626
822	0.2420526165
823	0.241874114
824	0.2417506257
825	0.2415834968
826	0.2414411058
827	0.2413293006
828	0.2411898031
829	0.2410912199
830	0.2409212671
831	0.2407894936
832	0.2406862213
833	0.2405377111
834	0.2404226201
835	0.2402300025
836	0.2400950949
837	0.2399509386
838	0.2398502795
839	0.2396239275
840	0.2394881386
841	0.2393322777
842	0.239235541
843	0.2391450435
844	0.2389349516
845	0.2388037318
846	0.2386817986
847	0.238537783
848	0.2383812597
849	0.2382442605
850	0.2380806527
851	0.2379489535
852	0.2377870595
853	0.2376650166
854	0.2375009151
855	0.2373760145
856	0.2371877282
857	0.2370301507
858	0.2368732618
859	0.2367729526
860	0.236610178
861	0.2364913907
862	0.2363726742
863	0.2362073159
864	0.2360416609
865	0.23589979
866	0.2358135851
867	0.2356556805
868	0.2354893357
869	0.2353127346
870	0.2351729031
871	0.2350455279
872	0.2348665846
873	0.23473095
874	0.2345722432
875	0.2344684181
876	0.2342652445
877	0.2340987075
878	0.2339488373
879	0.2338244237
880	0.233685761
881	0.2335641064
882	0.2334824334
883	0.2332951667
884	0.2331288492
885	0.2329466685
886	0.2328037354
887	0.2326830629
888	0.232464891
889	0.2323405164
890	0.2321565712
891	0.2320558661
892	0.2319147616
893	0.2317989793
894	0.2316824749
895	0.2315777764
896	0.231407823
897	0.2312936448
898	0.2310990216
899	0.2310288673
900	0.2309329651
901	0.2307986321
902	0.2306344308
903	0.2304328038
904	0.2303247834
905	0.2302123801
906	0.2301406823
907	0.2299826599
908	0.229901997
909	0.2297335361
910	0.2296107314
911	0.2294534177
912	0.2293537926
913	0.2291882477
914	0.2290818802
915	0.2289461626
916	0.2288585292
917	0.2286705457
918	0.2284867491
919	0.2283972989
920	0.2282198447
921	0.2280760037
922	0.2279507826
923	0.2278463483
924	0.2277292149
925	0.2276334274
926	0.2275428561
927	0.2274040795
928	0.2272251003
929	0.2270692177
930	0.2269509386
931	0.2268278172
932	0.2267033051
933	0.2265619282
934	0.2264150853
935	0.22631738
936	0.2261336784
937	0.2259855677
938	0.2258885088
939	0.2257963637
940	0.2256647675
941	0.225510313
942	0.2253785811
943	0.2252465503
944	0.225114252
945	0.2249966889
946	0.2249214278
947	0.2247622131
948	0.2246277077
949	0.2244751908
950	0.2243438582
951	0.2241978398
952	0.223961391
953	0.2238436196
954	0.2237531527
955	0.2236759056
956	0.2235707801
957	0.2234078235
958	0.2232390035
959	0.2231237885
960	0.2230162697
961	0.222847506
962	0.2227224667
963	0.2226024014
964	0.2224866202
965	0.2223834733
966	0.2222659577
967	0.2221637293
968	0.2220739892
969	0.2219558743
970	0.2218425564
971	0.2217143324
972	0.2215821804
973	0.2214528901
974	0.2213136955
975	0.2212289296
976	0.2210503986
977	0.220938595
978	0.2207999103
979	0.2206340679
980	0.2205227433
981	0.2203962897
982	0.2202907324
983	0.2201498695
984	0.2200509089
985	0.2198836236
986	0.2197905022
987	0.2196220752
988	0.2195437288
989	0.2194149914
990	0.2192542788
991	0.2191416016
992	0.2189871682
993	0.2188766302
994	0.218764478
995	0.2186384988
996	0.2185046201
997	0.2183824047
998	0.2182570901
999	0.2181633852
